dataset,size,variant,method,alpha,model_type,input_size,word2vec_len,epochs,batch_size,val_split,train_seconds,train_file,test_file,test_acc,timestamp,meta_path,acc,precision,recall,f1,auroc,pr_auc,pct
sst2,3_standard,eda,ri,0.4,lstm,50,100,8,256,0.1,24.9,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.783256880733945,2025-10-19_01-20-53,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-ri_a0.4__2025-10-19_01-20-53.json,0.783256880733945,,,,,,50.0
sst2,3_standard,eda,ri,0.5,lstm,50,100,7,256,0.1,23.2,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7844036697247706,2025-10-19_01-21-20,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-ri_a0.5__2025-10-19_01-21-20.json,0.7844036697247706,,,,,,50.0
sst2,3_standard,eda,rs,0.1,lstm,50,100,9,256,0.1,28.96,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_01-24-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-rs_a0.1__2025-10-19_01-24-11.json,0.768348623853211,,,,,,50.0
sst2,3_standard,eda,rs,0.2,lstm,50,100,8,256,0.1,25.29,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7694954128440367,2025-10-19_01-24-39,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-rs_a0.2__2025-10-19_01-24-39.json,0.7694954128440367,,,,,,50.0
sst2,3_standard,eda,rs,0.3,lstm,50,100,7,256,0.1,23.66,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8004587155963303,2025-10-19_01-25-06,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-rs_a0.3__2025-10-19_01-25-06.json,0.8004587155963303,,,,,,50.0
sst2,3_standard,eda,rs,0.4,lstm,50,100,7,256,0.1,23.52,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8004587155963303,2025-10-19_01-25-33,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-rs_a0.4__2025-10-19_01-25-33.json,0.8004587155963303,,,,,,50.0
sst2,3_standard,eda,rs,0.5,lstm,50,100,9,256,0.1,26.96,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7844036697247706,2025-10-19_01-26-03,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-rs_a0.5__2025-10-19_01-26-03.json,0.7844036697247706,,,,,,50.0
sst2,3_standard,eda,sr,0.1,lstm,50,100,10,256,0.1,28.7,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_01-17-10,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-sr_a0.1__2025-10-19_01-17-10.json,0.768348623853211,,,,,,50.0
sst2,3_standard,eda,sr,0.2,lstm,50,100,8,256,0.1,25.1,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7580275229357798,2025-10-19_01-17-38,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-sr_a0.2__2025-10-19_01-17-38.json,0.7580275229357798,,,,,,50.0
sst2,3_standard,eda,sr,0.3,lstm,50,100,7,256,0.1,23.08,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7511467889908257,2025-10-19_01-18-05,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-sr_a0.3__2025-10-19_01-18-05.json,0.7511467889908257,,,,,,50.0
sst2,3_standard,eda,sr,0.4,lstm,50,100,8,256,0.1,24.98,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7431192660550459,2025-10-19_01-18-33,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-sr_a0.4__2025-10-19_01-18-33.json,0.7431192660550459,,,,,,50.0
sst2,3_standard,eda,sr,0.5,lstm,50,100,7,256,0.1,23.24,/content/drive/MyDrive/EDA_Project/size_data_f1/3_standard/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7614678899082569,2025-10-19_01-18-59,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-3_standard__lstm__eda-sr_a0.5__2025-10-19_01-18-59.json,0.7614678899082569,,,,,,50.0
sst2,4_full,baseline,,,lstm,50,100,8,256,0.1,17.76,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_orig.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7855504587155964,2025-10-19_01-26-23,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__baseline__2025-10-19_01-26-23.json,0.7855504587155964,,,,,,100.0
sst2,4_full,eda,rd,0.1,lstm,50,100,11,256,0.1,50.93,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7694954128440367,2025-10-19_01-35-03,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rd_a0.1__2025-10-19_01-35-03.json,0.7694954128440367,,,,,,100.0
sst2,4_full,eda,rd,0.2,lstm,50,100,7,256,0.1,37.31,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7740825688073395,2025-10-19_01-35-45,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rd_a0.2__2025-10-19_01-35-45.json,0.7740825688073395,,,,,,100.0
sst2,4_full,eda,rd,0.3,lstm,50,100,9,256,0.1,44.04,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7568807339449541,2025-10-19_01-36-33,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rd_a0.3__2025-10-19_01-36-33.json,0.7568807339449541,,,,,,100.0
sst2,4_full,eda,rd,0.4,lstm,50,100,9,256,0.1,43.97,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7603211009174312,2025-10-19_01-37-21,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rd_a0.4__2025-10-19_01-37-21.json,0.7603211009174312,,,,,,100.0
sst2,4_full,eda,rd,0.5,lstm,50,100,8,256,0.1,40.35,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rd_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_01-38-05,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rd_a0.5__2025-10-19_01-38-05.json,0.768348623853211,,,,,,100.0
sst2,4_full,eda,ri,0.1,lstm,50,100,9,256,0.1,43.89,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7901376146788991,2025-10-19_01-31-00,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-ri_a0.1__2025-10-19_01-31-00.json,0.7901376146788991,,,,,,100.0
sst2,4_full,eda,ri,0.2,lstm,50,100,9,256,0.1,43.87,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7993119266055045,2025-10-19_01-31-49,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-ri_a0.2__2025-10-19_01-31-49.json,0.7993119266055045,,,,,,100.0
sst2,4_full,eda,ri,0.3,lstm,50,100,8,256,0.1,40.32,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8084862385321101,2025-10-19_01-32-35,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-ri_a0.3__2025-10-19_01-32-35.json,0.8084862385321101,,,,,,100.0
sst2,4_full,eda,ri,0.4,lstm,50,100,8,256,0.1,40.27,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7993119266055045,2025-10-19_01-33-21,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-ri_a0.4__2025-10-19_01-33-21.json,0.7993119266055045,,,,,,100.0
sst2,4_full,eda,ri,0.5,lstm,50,100,8,256,0.1,40.47,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_ri_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_01-34-07,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-ri_a0.5__2025-10-19_01-34-07.json,0.768348623853211,,,,,,100.0
sst2,4_full,eda,rs,0.1,lstm,50,100,8,256,0.1,40.4,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7855504587155964,2025-10-19_01-38-50,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rs_a0.1__2025-10-19_01-38-50.json,0.7855504587155964,,,,,,100.0
sst2,4_full,eda,rs,0.2,lstm,50,100,9,256,0.1,43.9,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7958715596330275,2025-10-19_01-39-39,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rs_a0.2__2025-10-19_01-39-39.json,0.7958715596330275,,,,,,100.0
sst2,4_full,eda,rs,0.3,lstm,50,100,8,256,0.1,40.36,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7694954128440367,2025-10-19_01-40-24,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rs_a0.3__2025-10-19_01-40-24.json,0.7694954128440367,,,,,,100.0
sst2,4_full,eda,rs,0.4,lstm,50,100,9,256,0.1,43.93,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7993119266055045,2025-10-19_01-41-13,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rs_a0.4__2025-10-19_01-41-13.json,0.7993119266055045,,,,,,100.0
sst2,4_full,eda,rs,0.5,lstm,50,100,11,256,0.1,50.95,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_rs_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.8004587155963303,2025-10-19_01-42-09,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-rs_a0.5__2025-10-19_01-42-09.json,0.8004587155963303,,,,,,100.0
sst2,4_full,eda,sr,0.1,lstm,50,100,10,256,0.1,47.71,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.1.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.768348623853211,2025-10-19_01-27-16,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-sr_a0.1__2025-10-19_01-27-16.json,0.768348623853211,,,,,,100.0
sst2,4_full,eda,sr,0.2,lstm,50,100,8,256,0.1,40.77,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.2.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7614678899082569,2025-10-19_01-28-01,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-sr_a0.2__2025-10-19_01-28-01.json,0.7614678899082569,,,,,,100.0
sst2,4_full,eda,sr,0.3,lstm,50,100,8,256,0.1,40.58,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.3.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7511467889908257,2025-10-19_01-28-47,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-sr_a0.3__2025-10-19_01-28-47.json,0.7511467889908257,,,,,,100.0
sst2,4_full,eda,sr,0.4,lstm,50,100,6,256,0.1,33.49,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.4.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7763761467889908,2025-10-19_01-29-26,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-sr_a0.4__2025-10-19_01-29-26.json,0.7763761467889908,,,,,,100.0
sst2,4_full,eda,sr,0.5,lstm,50,100,8,256,0.1,40.74,/content/drive/MyDrive/EDA_Project/size_data_f1/4_full/sst2/train_sr_0.5.txt,/content/drive/MyDrive/EDA_Project/size_data_f1/test/sst2/test.txt,0.7396788990825688,2025-10-19_01-30-11,/content/drive/MyDrive/EDA_Project/models_v1/sst2__size-4_full__lstm__eda-sr_a0.5__2025-10-19_01-30-11.json,0.7396788990825688,,,,,,100.0
